Unnamed: 0,INDEX,Team_ID,Game_ID,GAME_DATE,TEAM,OPPONENT,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,DATE,HOME,Game_Num,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,target,W_PCT_5,FGM_5,FGA_5,FG_PCT_5,FG3M_5,FG3A_5,FG3_PCT_5,FTM_5,FTA_5,FT_PCT_5,OREB_5,DREB_5,REB_5,AST_5,STL_5,BLK_5,TOV_5,PF_5,PTS_5,E_OFF_RATING_5,OFF_RATING_5,E_DEF_RATING_5,DEF_RATING_5,E_NET_RATING_5,NET_RATING_5,AST_PCT_5,AST_TOV_5,AST_RATIO_5,OREB_PCT_5,DREB_PCT_5,REB_PCT_5,E_TM_TOV_PCT_5,TM_TOV_PCT_5,EFG_PCT_5,TS_PCT_5,USG_PCT_5,E_USG_PCT_5,E_PACE_5,PACE_5,PACE_PER40_5,POSS_5,PIE_5,WL_5,Team_ID_5,Game_Num_5,home_next,team_opp_next,date_next
39,39,1610612738,22300194,"NOV 15, 2023",BOS,PHI,True,9.0,2.0,0.818,240,42,88,0.477,18,50,0.36,15,19,0.789,12,33,45,23,7,8,9,15,117,2023-11-15,False,11.0,124.0,125.8,114.2,115.1,9.8,10.8,0.548,2.3,17.8,0.313,0.735,0.526,10.598,10.8,0.58,0.607,1.0,0.197,94.02,93.0,77.5,93,0.552,1,0.772,41.2,87.6,0.4724,17.2,47.2,0.3654,14.8,19.0,0.7796000000000001,10.2,34.4,44.6,27.4,4.8,4.8,10.2,15.4,114.4,118.66,120.64,106.3,107.88,12.38,12.82,0.6692,2.568,20.4,0.2656,0.729,0.5054,11.3572,11.54,0.5711999999999999,0.5988,1.0,0.1972,96.66,95.2,79.332,95.2,0.5618000000000001,0.8,1610612738.0,9.0,False,TOR,2023-11-17
40,40,1610612738,22300031,"NOV 17, 2023",BOS,TOR,True,10.0,2.0,0.833,240,42,92,0.457,16,46,0.348,8,9,0.889,8,36,44,29,5,4,10,13,108,2023-11-17,False,12.0,109.1,110.2,103.8,106.1,5.3,4.1,0.69,2.64,21.3,0.2,0.804,0.49,11.116,11.2,0.543,0.563,1.0,0.198,100.06,98.5,82.08,98,0.514,1,0.7958,42.4,87.8,0.4846,17.4,47.0,0.3712,13.2,17.0,0.789,10.0,34.8,44.8,27.6,4.2,4.4,9.8,15.4,115.4,120.54,122.68000000000002,106.6,108.32,13.98,14.420000000000002,0.6516,2.666,20.68,0.2628,0.7454000000000001,0.5105999999999999,11.065,11.26,0.5841999999999999,0.6077999999999999,1.0,0.1972,95.976,94.4,78.664,94.2,0.5671999999999999,1.0,1610612738.0,10.0,False,MEM,2023-11-19
41,41,1610612738,22300213,"NOV 19, 2023",BOS,MEM,True,11.0,2.0,0.846,240,35,77,0.455,12,31,0.387,20,25,0.8,9,36,45,20,6,10,17,19,102,2023-11-19,False,13.0,106.3,108.5,103.7,106.4,2.5,2.1,0.571,1.18,16.0,0.304,0.69,0.519,17.708,18.1,0.532,0.58,1.0,0.202,96.2,94.0,78.33,94,0.526,0,0.8150000000000001,41.2,84.4,0.4884,16.0,42.8,0.3756,13.2,16.4,0.8062000000000001,8.4,35.0,43.4,25.8,4.4,5.8,11.8,16.6,111.6,116.94,119.18000000000002,105.02,107.76,11.92,11.46,0.6244,2.176,19.84,0.257,0.7302000000000001,0.5085999999999999,12.962599999999998,13.22,0.5831999999999999,0.61,1.0,0.198,95.892,93.8,78.16400000000002,93.8,0.559,1.0,1610612738.0,11.0,False,CHA,2023-11-20
42,42,1610612738,22300217,"NOV 20, 2023",BOS,CHA,False,11.0,3.0,0.786,265,42,97,0.433,16,50,0.32,18,28,0.643,11,37,48,19,6,8,13,15,118,2023-11-20,False,14.0,104.1,108.3,112.6,113.1,-8.4,-4.8,0.452,1.27,13.3,0.288,0.655,0.47,13.237,13.8,0.515,0.54,1.0,0.195,99.98,97.81,81.51,109,0.439,1,0.8166,40.2,86.6,0.4655999999999999,16.2,44.0,0.3714,15.2,19.4,0.8118000000000001,9.6,34.2,43.8,23.6,5.4,6.6,12.0,16.8,111.8,114.3,116.46,108.73999999999998,111.2,5.5600000000000005,5.3,0.5871999999999999,1.968,18.04,0.2774,0.706,0.4976,13.002599999999996,13.28,0.5594,0.5904,1.0,0.1976,95.912,93.96200000000002,78.3,96.4,0.5258,0.8,1610612738.0,12.0,True,MIL,2023-11-22
43,43,1610612738,22300228,"NOV 22, 2023",BOS,MIL,True,12.0,3.0,0.8,240,44,84,0.524,17,42,0.405,14,17,0.824,4,39,43,27,3,5,15,15,119,2023-11-22,True,15.0,116.1,117.8,111.0,113.7,5.1,4.1,0.614,1.8,20.2,0.143,0.702,0.465,14.637,14.9,0.625,0.65,1.0,0.199,103.48,101.5,84.58,101,0.541,0,0.8166,41.0,87.6,0.4692,15.8,43.8,0.364,15.0,19.6,0.789,8.8,36.2,45.0,23.6,5.4,7.0,12.8,15.4,112.8,111.92,114.12,109.06,110.88,2.86,3.26,0.575,1.838,17.720000000000002,0.2496,0.7172,0.4939999999999999,13.4592,13.76,0.5589999999999999,0.5880000000000001,1.0,0.1982,98.748,96.96200000000002,80.8,99.0,0.5144,0.8,1610612738.0,13.0,False,ORL,2023-11-24
44,44,1610612738,22300043,"NOV 24, 2023",BOS,ORL,False,12.0,4.0,0.75,240,31,76,0.408,7,29,0.241,27,37,0.73,4,27,31,17,10,4,14,18,96,2023-11-24,False,16.0,93.0,96.0,113.4,111.9,-20.4,-15.9,0.548,1.13,13.7,0.167,0.689,0.419,14.524,15.0,0.454,0.52,1.0,0.198,101.48,100.5,83.75,100,0.423,1,0.8029999999999999,38.8,85.2,0.4554,13.6,39.6,0.3402,17.4,23.2,0.7772,7.2,35.0,42.2,22.4,6.0,6.2,13.8,16.0,108.6,105.72,108.16,108.9,110.24,-3.18,-2.08,0.575,1.604,16.9,0.2204,0.708,0.4725999999999999,14.2444,14.6,0.5338,0.5706,1.0,0.1984,100.24,98.46200000000002,82.05,100.4,0.4886,0.6,1610612738.0,14.0,True,ATL,2023-11-26
45,45,1610612738,22300246,"NOV 26, 2023",BOS,ATL,True,13.0,4.0,0.765,240,42,95,0.442,13,47,0.277,16,20,0.8,18,40,58,24,9,3,12,19,113,2023-11-26,True,17.0,114.4,114.1,101.6,104.0,12.8,10.1,0.571,1.85,17.0,0.377,0.75,0.569,13.158,13.1,0.511,0.544,1.0,0.197,100.08,99.0,82.5,99,0.604,1,0.7894,38.8,85.8,0.4524,13.0,39.8,0.326,19.0,25.4,0.7594,9.2,35.8,45.0,21.4,6.8,6.0,14.2,17.2,109.6,106.78,108.94,108.46,109.82,-1.6799999999999995,-0.8800000000000001,0.5511999999999999,1.4460000000000002,16.04,0.2557999999999999,0.6971999999999999,0.4883999999999999,14.6528,14.98,0.5274000000000001,0.5668000000000001,1.0,0.1982,100.244,98.562,82.134,100.6,0.5066,0.6,1610612738.0,15.0,True,CHI,2023-11-28
46,46,1610612738,22300053,"NOV 28, 2023",BOS,CHI,True,14.0,4.0,0.778,240,47,90,0.522,21,49,0.429,9,12,0.75,11,41,52,36,6,9,16,18,124,2023-11-28,True,18.0,123.7,129.2,100.1,100.0,23.6,29.2,0.766,2.25,24.4,0.356,0.786,0.594,15.955,16.7,0.639,0.651,1.0,0.199,98.6,96.5,80.42,96,0.606,1,0.7758,41.2,88.4,0.4658,14.8,43.4,0.3344,16.8,22.8,0.7494,9.6,36.8,46.4,24.6,6.8,5.8,14.0,17.0,114.0,110.26,113.08,107.74,108.54,2.5400000000000005,4.54,0.5902000000000001,1.66,17.72,0.2662,0.7163999999999999,0.5033999999999998,14.3022,14.7,0.5488000000000001,0.5810000000000001,1.0,0.1976,100.724,99.062,82.552,101.0,0.5226,0.6,1610612738.0,16.0,True,PHI,2023-12-01
47,47,1610612738,22300275,"DEC 01, 2023",BOS,PHI,True,15.0,4.0,0.789,240,39,77,0.506,16,33,0.485,31,36,0.861,10,36,46,25,10,8,20,18,125,2023-12-01,True,19.0,121.5,121.4,113.2,115.5,8.3,5.8,0.641,1.25,18.1,0.275,0.691,0.516,19.448,19.4,0.61,0.673,1.0,0.199,103.98,103.0,85.83,103,0.577,0,0.7764,40.6,84.4,0.4804,14.8,40.0,0.3674,19.4,24.4,0.793,9.4,36.6,46.0,25.8,7.6,5.8,15.4,17.6,115.4,113.74,115.7,107.86,109.02,5.880000000000001,6.659999999999999,0.628,1.656,18.68,0.2636,0.7236,0.5126,15.5444,15.82,0.5678,0.6076,1.0,0.1984,101.524,100.1,83.416,99.8,0.5502,0.8,1610612738.0,17.0,False,IND,2023-12-04
48,48,1610612738,22301202,"DEC 04, 2023",BOS,IND,False,15.0,5.0,0.75,240,46,97,0.474,12,41,0.293,8,12,0.667,13,43,56,27,5,9,17,19,112,2023-12-04,False,20.0,104.4,108.7,119.3,119.6,-14.9,-10.9,0.587,1.5,18.3,0.37,0.849,0.607,16.779,17.5,0.536,0.548,1.0,0.198,104.76,102.5,85.42,103,0.466,1,0.7664,41.0,87.0,0.4704,13.8,39.8,0.345,18.2,23.4,0.7615999999999999,11.2,37.4,48.6,25.8,8.0,6.6,15.8,18.4,114.0,111.4,113.88,109.52,110.2,1.8800000000000008,3.6599999999999993,0.6225999999999999,1.596,18.3,0.309,0.753,0.5409999999999999,15.9728,16.339999999999996,0.55,0.5871999999999999,1.0,0.1982,101.78,100.3,83.584,100.2,0.5351999999999999,0.6,1610612738.0,18.0,True,NYK,2023-12-08
49,49,1610612738,22301227,"DEC 08, 2023",BOS,NYK,True,16.0,5.0,0.762,240,48,91,0.527,19,47,0.404,18,21,0.857,8,26,34,24,8,5,7,19,133,2023-12-08,True,21.0,132.7,134.3,120.7,125.5,12.0,8.8,0.5,3.0,18.1,0.227,0.622,0.427,7.981,8.1,0.632,0.663,1.0,0.196,101.06,98.5,82.08,99,0.532,1,0.7687999999999999,44.4,90.0,0.4942,16.2,43.4,0.3776,16.4,20.2,0.787,12.0,37.2,49.2,27.2,7.6,6.8,14.4,18.6,121.4,119.34,121.54,110.98,112.92,8.360000000000001,8.6,0.6129999999999999,1.97,19.18,0.321,0.7396,0.5426,14.6642,14.96,0.5856,0.6158000000000001,1.0,0.1978,101.696,99.9,83.25,100.0,0.557,0.8,1610612738.0,19.0,True,CLE,2023-12-12
50,50,1610612738,22300305,"DEC 12, 2023",BOS,CLE,True,17.0,5.0,0.773,240,38,84,0.452,18,44,0.409,26,26,1.0,12,33,45,23,9,9,13,13,120,2023-12-12,True,22.0,121.9,123.7,109.8,116.5,12.2,7.2,0.605,1.53,17.2,0.348,0.725,0.546,15.238,15.5,0.56,0.629,1.0,0.197,100.7,97.0,80.83,97,0.554,1,0.7704000000000001,43.6,87.8,0.4962,17.2,42.8,0.404,18.4,21.4,0.827,10.8,35.8,46.6,27.0,7.6,8.0,14.6,17.4,122.8,120.84,123.46,112.62,115.42,8.24,8.02,0.6198,1.906,19.22,0.3152,0.7346,0.538,15.0802,15.44,0.5953999999999999,0.6327999999999999,1.0,0.1978,101.82,99.5,82.916,99.6,0.5469999999999999,0.8,1610612738.0,20.0,True,CLE,2023-12-14
51,51,1610612738,22300319,"DEC 14, 2023",BOS,CLE,True,18.0,5.0,0.783,240,43,85,0.506,13,36,0.361,17,20,0.85,13,31,44,22,7,8,13,15,116,2023-12-14,True,23.0,123.7,119.6,109.8,111.5,13.9,8.1,0.512,1.69,17.1,0.295,0.727,0.511,13.859,13.4,0.582,0.618,1.0,0.2,95.64,96.5,80.42,97,0.552,1,0.7714000000000001,42.8,86.8,0.493,15.6,40.2,0.3903999999999999,20.0,23.0,0.8470000000000001,11.2,33.8,45.0,24.2,7.8,7.8,14.0,16.8,121.2,120.84,121.54,114.56,117.72,6.3,3.8,0.569,1.794,17.76,0.303,0.7228,0.5214,14.661,14.78,0.584,0.6262000000000001,1.0,0.198,101.228,99.5,82.916,99.8,0.5362,0.8,1610612738.0,21.0,True,ORL,2023-12-15
52,52,1610612738,22300329,"DEC 15, 2023",BOS,ORL,True,19.0,5.0,0.792,240,48,92,0.522,18,42,0.429,14,20,0.7,9,25,34,31,14,7,10,22,128,2023-12-15,True,24.0,124.5,129.3,107.9,113.3,16.7,16.0,0.646,2.82,21.7,0.292,0.583,0.438,10.7,11.1,0.62,0.635,1.0,0.197,102.86,98.5,82.08,99,0.584,1,0.772,44.6,89.8,0.4962,16.0,42.0,0.3792,16.6,19.8,0.8148,11.0,31.6,42.6,25.4,8.6,7.6,12.0,17.6,121.8,121.44,123.12000000000003,113.5,117.28,7.980000000000001,5.84,0.5700000000000001,2.108,18.48,0.3064,0.7012,0.5057999999999999,12.911399999999997,13.12,0.5860000000000001,0.6186,1.0,0.1976,101.004,98.6,82.166,99.0,0.5376000000000001,0.8,1610612738.0,22.0,True,ORL,2023-12-17
53,53,1610612738,22300344,"DEC 17, 2023",BOS,ORL,True,20.0,5.0,0.8,240,45,95,0.474,17,36,0.472,7,8,0.875,10,45,55,18,4,10,14,19,114,2023-12-17,True,25.0,111.2,115.2,98.4,99.0,12.8,16.2,0.4,1.29,13.8,0.294,0.793,0.56,13.656,14.1,0.563,0.579,1.0,0.197,100.54,98.5,82.08,99,0.585,0,0.782,44.4,89.4,0.4962,17.0,41.0,0.4149999999999999,16.4,19.0,0.8564,10.4,32.0,42.4,23.6,8.4,7.8,11.4,17.6,122.2,122.8,124.42,109.32,113.16,13.52,11.26,0.5326,2.066,17.580000000000002,0.2912,0.69,0.4964,12.2868,12.44,0.5913999999999999,0.6248,1.0,0.1974,100.16,97.8,81.498,98.2,0.5614000000000001,1.0,1610612738.0,23.0,False,GSW,2023-12-19
54,54,1610612738,22300362,"DEC 19, 2023",BOS,GSW,False,20.0,6.0,0.769,265,47,114,0.412,17,58,0.293,15,17,0.882,18,37,55,28,6,5,8,13,126,2023-12-19,False,26.0,113.0,117.8,123.2,122.2,-10.2,-4.5,0.596,3.5,17.8,0.338,0.667,0.492,7.176,7.5,0.487,0.519,1.0,0.198,99.01,97.36,81.13,107,0.474,1,0.7834000000000001,44.2,94.0,0.4732,16.6,43.2,0.3928,15.8,18.2,0.8613999999999999,12.4,34.2,46.6,24.4,8.0,7.8,11.6,16.4,120.8,118.86,121.12,109.82,112.5,9.080000000000002,8.6,0.5518000000000001,2.166,17.520000000000003,0.3134,0.6990000000000001,0.5094,12.1258,12.32,0.5624,0.5960000000000001,1.0,0.1978,99.75,97.572,81.30799999999999,99.8,0.5498000000000001,0.8,1610612738.0,24.0,False,SAC,2023-12-20
55,55,1610612738,22300373,"DEC 20, 2023",BOS,SAC,True,21.0,6.0,0.778,240,51,92,0.554,22,42,0.524,20,24,0.833,14,36,50,35,6,10,9,17,144,2023-12-20,False,27.0,147.6,151.6,123.8,124.0,23.8,27.6,0.686,3.89,23.9,0.349,0.698,0.542,9.225,9.5,0.674,0.702,1.0,0.197,96.84,95.5,79.58,95,0.604,1,0.7844,46.8,95.6,0.4936,17.4,42.8,0.4157999999999999,14.6,17.8,0.828,12.8,34.8,47.6,26.8,7.4,8.0,10.8,17.2,125.6,124.0,126.7,112.62,114.0,11.400000000000002,12.68,0.568,2.638,18.860000000000003,0.3136,0.6936,0.5085999999999999,10.9232,11.12,0.5852,0.6106,1.0,0.1978,98.978,97.272,81.058,99.4,0.5598,0.8,1610612738.0,25.0,False,LAC,2023-12-23
56,56,1610612738,22300389,"DEC 23, 2023",BOS,LAC,True,22.0,6.0,0.786,240,49,94,0.521,25,53,0.472,22,28,0.786,15,36,51,33,4,5,9,19,145,2023-12-23,False,28.0,143.1,146.5,110.7,111.3,32.5,35.1,0.673,3.3,22.1,0.404,0.771,0.589,9.87,10.1,0.654,0.682,1.0,0.196,99.46,98.0,81.67,99,0.634,2,0.785,48.0,97.4,0.4966,19.8,46.2,0.438,15.6,19.4,0.8152000000000001,13.2,35.8,49.0,29.0,6.8,7.4,10.0,18.0,131.4,127.88,132.07999999999998,112.8,113.96,15.12,18.08,0.6002000000000001,2.96,19.86,0.3354,0.7024,0.5242,10.1254,10.46,0.5996,0.6234,1.0,0.197,99.742,97.572,81.30799999999999,99.8,0.5761999999999999,0.8,1610612738.0,26.0,True,DET,2023-12-28
61,61,1610612766,22300133,"NOV 04, 2023",CHA,IND,True,2.0,3.0,0.4,240,47,88,0.534,8,20,0.4,23,23,1.0,12,29,41,23,5,10,13,20,125,2023-11-04,False,5.0,126.1,127.6,119.2,125.3,6.9,2.3,0.489,1.77,17.1,0.341,0.62,0.495,13.115,13.3,0.58,0.637,1.0,0.2,101.58,98.5,82.08,98,0.52,0,0.4966,43.0,89.6,0.4798,9.0,28.6,0.3224,21.0,25.6,0.8332,11.6,31.6,43.2,26.2,8.0,6.6,15.0,21.2,116.0,111.44,112.54,114.2,117.4,-2.78,-4.840000000000001,0.611,1.8560000000000003,18.28,0.3042,0.6944,0.4956,14.5452,14.7,0.5302,0.5758,1.0,0.2,105.408,103.4,86.166,103.4,0.4842000000000001,0.4,1610612766.0,3.0,False,DAL,2023-11-05
62,62,1610612766,22300143,"NOV 05, 2023",CHA,DAL,False,2.0,4.0,0.333,240,49,99,0.495,8,30,0.267,12,21,0.571,10,33,43,30,5,2,8,25,118,2023-11-05,False,6.0,110.0,113.5,115.8,120.4,-5.8,-6.9,0.612,3.33,20.4,0.309,0.736,0.519,8.392,8.7,0.535,0.545,1.0,0.198,107.16,103.5,86.25,104,0.457,0,0.3632,44.2,92.2,0.4788,8.4,27.2,0.3164,19.6,24.6,0.8012,11.2,30.4,41.6,25.4,8.0,6.4,12.8,22.0,116.4,111.21999999999998,112.94,116.9,120.32,-5.7,-7.380000000000001,0.5752,2.164,17.84,0.3008,0.6968,0.4897999999999999,12.5852,12.78,0.5244,0.5658,1.0,0.1994,105.644,103.3,86.082,103.4,0.4658,0.2,1610612766.0,4.0,True,WAS,2023-11-08
63,63,1610612766,22300157,"NOV 08, 2023",CHA,WAS,False,2.0,5.0,0.286,240,41,79,0.519,8,25,0.32,26,35,0.743,11,36,47,17,8,5,20,22,116,2023-11-08,True,7.0,110.1,113.7,124.5,128.2,-14.5,-14.4,0.415,0.77,12.7,0.326,0.691,0.531,20.873,21.6,0.57,0.614,1.0,0.194,105.7,102.5,85.42,102,0.455,1,0.3204,45.8,90.4,0.5076,8.6,26.6,0.3304,19.6,24.8,0.7968,11.2,31.6,42.8,24.8,7.0,6.0,13.2,21.8,119.8,115.23999999999998,117.34,121.8,125.22,-6.6,-7.840000000000001,0.537,2.096,17.54,0.3126,0.7058,0.509,13.4858,13.76,0.5554,0.5923999999999999,1.0,0.1982,104.688,102.3,85.25,102.2,0.472,0.2,1610612766.0,5.0,False,WAS,2023-11-10
64,64,1610612766,22300009,"NOV 10, 2023",CHA,WAS,True,3.0,5.0,0.375,240,50,110,0.455,6,28,0.214,18,28,0.643,28,39,67,31,10,4,9,19,124,2023-11-10,False,8.0,118.9,120.4,111.6,115.8,7.2,4.5,0.62,3.1,19.0,0.531,0.813,0.652,9.586,9.7,0.482,0.507,1.0,0.2,104.56,102.0,85.0,103,0.551,0,0.3288,46.4,93.2,0.5005999999999999,8.2,26.0,0.3216,19.4,26.4,0.7353999999999999,15.2,33.2,48.4,24.4,7.4,5.8,13.2,21.0,120.4,116.36,118.38,118.8,123.04,-2.5,-4.660000000000001,0.5206,2.056,16.880000000000003,0.3748,0.7207999999999999,0.548,13.5304,13.8,0.5456000000000001,0.5784,1.0,0.1988,104.412,101.7,84.75,101.8,0.4866,0.4,1610612766.0,6.0,False,NYK,2023-11-12
65,65,1610612766,22300177,"NOV 12, 2023",CHA,NYK,False,3.0,6.0,0.333,240,44,94,0.468,12,35,0.343,7,11,0.636,15,21,36,21,5,4,12,25,107,2023-11-12,False,9.0,111.6,113.8,130.0,138.7,-18.4,-24.9,0.477,1.75,15.9,0.358,0.674,0.5,12.521,12.8,0.532,0.541,1.0,0.2,97.52,93.5,77.92,94,0.373,0,0.3454,46.2,94.0,0.4942,8.4,27.6,0.3088,17.2,23.6,0.7186,15.2,31.6,46.8,24.4,6.6,5.0,12.4,22.2,118.0,115.34,117.8,120.21999999999998,125.68,-4.92,-7.88,0.5226,2.144,17.020000000000003,0.373,0.7068,0.5394,12.8974,13.22,0.5398,0.5688,1.0,0.1984,103.304,100.0,83.334,100.2,0.4711999999999999,0.4,1610612766.0,7.0,True,MIA,2023-11-14
66,66,1610612766,22300017,"NOV 14, 2023",CHA,MIA,False,3.0,7.0,0.3,240,36,81,0.444,15,32,0.469,18,22,0.818,13,32,45,21,6,0,18,21,105,2023-11-14,True,10.0,109.7,111.7,118.9,115.6,-9.2,-3.9,0.583,1.17,16.2,0.304,0.75,0.522,18.813,19.1,0.537,0.579,1.0,0.199,94.5,95.0,79.17,94,0.421,0,0.3254,44.0,92.6,0.4762,9.8,30.0,0.3226,16.2,23.4,0.6822,15.4,32.2,47.6,24.0,6.8,3.0,13.4,22.4,114.0,112.06,114.62,120.16,123.73999999999998,-8.14,-9.12,0.5414,2.024,16.839999999999996,0.3656,0.7327999999999999,0.5448000000000001,14.037,14.38,0.5311999999999999,0.5572,1.0,0.1982,101.888,99.3,82.752,99.4,0.4514,0.2,1610612766.0,8.0,True,MIL,2023-11-17
67,67,1610612766,22300027,"NOV 17, 2023",CHA,MIL,False,3.0,8.0,0.273,240,37,91,0.407,6,26,0.231,19,22,0.864,9,34,43,18,5,2,12,14,99,2023-11-17,True,11.0,95.5,96.1,125.3,126.2,-29.9,-30.1,0.486,1.5,13.8,0.193,0.857,0.475,11.574,11.7,0.44,0.492,1.0,0.199,103.7,103.0,85.83,103,0.36,0,0.3134,41.6,91.0,0.4586,9.4,29.2,0.3154,17.6,23.6,0.7407999999999999,15.2,32.4,47.6,21.6,6.8,3.0,14.2,20.2,110.2,109.16,111.14,122.06,124.9,-12.96,-13.76,0.5162,1.658,15.52,0.3424,0.757,0.5359999999999999,14.6734,14.98,0.5122,0.5466,1.0,0.1984,101.196,99.2,82.668,99.2,0.432,0.2,1610612766.0,9.0,True,NYK,2023-11-18
68,68,1610612766,22300202,"NOV 18, 2023",CHA,NYK,False,3.0,9.0,0.25,240,40,82,0.488,17,35,0.486,11,13,0.846,4,32,36,29,5,5,13,22,108,2023-11-18,True,12.0,111.7,112.5,124.0,127.1,-12.4,-14.6,0.725,2.23,22.4,0.163,0.694,0.446,13.441,13.5,0.591,0.616,1.0,0.201,97.54,96.0,80.0,96,0.446,1,0.3061999999999999,41.4,91.6,0.4524,11.2,31.2,0.3485999999999999,14.6,19.2,0.7614,13.8,31.6,45.4,24.0,6.2,3.0,12.8,20.2,108.6,109.48,110.9,121.96,124.68,-12.54,-13.8,0.5782,1.95,17.46,0.3097999999999999,0.7575999999999999,0.519,13.187,13.360000000000005,0.5164,0.547,1.0,0.1998,99.564,97.9,81.584,98.0,0.4301999999999999,0.2,1610612766.0,10.0,True,BOS,2023-11-20
69,69,1610612766,22300217,"NOV 20, 2023",CHA,BOS,True,4.0,9.0,0.308,265,46,104,0.442,13,39,0.333,16,17,0.941,17,40,57,29,9,7,13,18,121,2023-11-20,True,13.0,112.6,113.1,104.1,108.3,8.4,4.8,0.63,2.23,18.9,0.345,0.712,0.53,12.095,12.1,0.505,0.543,1.0,0.201,99.98,97.81,81.51,107,0.561,1,0.2928,40.6,90.4,0.4498,12.6,33.4,0.3723999999999999,14.2,17.0,0.8210000000000001,11.6,31.8,43.4,23.6,6.0,3.6,13.6,20.0,108.0,108.22,109.44,120.46,123.18,-12.3,-13.74,0.5801999999999999,1.7759999999999998,17.44,0.2726,0.7374,0.4946,13.6888,13.84,0.521,0.5542,1.0,0.2,98.648,97.062,80.886,98.8,0.4322,0.2,1610612766.0,11.0,True,WAS,2023-11-22
70,70,1610612766,22300225,"NOV 22, 2023",CHA,WAS,True,5.0,9.0,0.357,240,43,91,0.473,16,37,0.432,15,21,0.714,11,38,49,27,6,4,12,15,117,2023-11-22,True,14.0,114.4,117.0,109.7,112.9,4.7,4.1,0.628,2.08,19.3,0.264,0.741,0.505,12.715,13.0,0.56,0.584,1.0,0.198,103.08,100.5,83.75,100,0.517,0,0.2976,40.4,89.8,0.4508,13.4,33.8,0.3902,15.8,19.0,0.8366,10.8,35.2,46.0,24.8,6.2,3.6,13.6,18.0,110.0,108.78,110.08,116.4,118.02,-7.68,-7.94,0.6103999999999999,1.842,18.12,0.2537999999999999,0.7507999999999999,0.4956,13.7276,13.88,0.5266000000000001,0.5628,1.0,0.1996,99.76,98.462,82.05199999999999,100.0,0.461,0.4,1610612766.0,12.0,False,ORL,2023-11-26
71,71,1610612766,22300248,"NOV 26, 2023",CHA,ORL,False,5.0,10.0,0.333,240,44,83,0.53,13,30,0.433,16,25,0.64,5,31,36,27,6,7,18,26,117,2023-11-26,False,15.0,109.3,110.4,118.7,123.8,-9.4,-13.4,0.614,1.5,19.4,0.178,0.75,0.461,16.822,17.0,0.608,0.622,1.0,0.198,108.26,105.5,87.92,106,0.428,0,0.3041999999999999,42.0,90.2,0.4679999999999999,13.0,33.4,0.383,15.4,19.6,0.8009999999999999,9.2,35.0,44.2,26.0,6.2,5.0,13.6,19.0,112.4,108.7,109.82,116.36,119.66,-7.719999999999999,-9.84,0.6166,1.908,18.76,0.2286,0.7507999999999999,0.4834,13.329399999999998,13.46,0.5408,0.5713999999999999,1.0,0.1994,102.512,100.562,83.802,102.4,0.4624,0.4,1610612766.0,13.0,False,NYK,2023-11-28
72,72,1610612766,22300057,"NOV 28, 2023",CHA,NYK,False,5.0,11.0,0.313,240,37,89,0.416,13,31,0.419,4,7,0.571,13,28,41,21,8,2,17,14,91,2023-11-28,False,16.0,94.7,95.8,117.6,119.8,-22.9,-24.0,0.568,1.24,16.1,0.278,0.612,0.437,17.694,17.9,0.489,0.494,1.0,0.2,96.94,95.5,79.58,95,0.369,1,0.3122,42.0,89.8,0.4698,14.4,34.4,0.4206,12.4,16.6,0.7424,10.0,33.8,43.8,26.6,6.8,5.0,14.6,19.0,110.8,108.54,109.76,114.82,118.38,-6.319999999999999,-8.620000000000001,0.633,1.856,19.22,0.2455999999999999,0.7018,0.4758,14.5534,14.7,0.5506,0.5718,1.0,0.1996,101.16,99.062,82.55199999999999,100.8,0.4642,0.4,1610612766.0,14.0,False,BKN,2023-11-30
73,73,1610612766,22300266,"NOV 30, 2023",CHA,BKN,True,6.0,11.0,0.353,240,46,91,0.505,21,36,0.583,16,16,1.0,13,28,41,30,6,7,9,16,129,2023-11-30,False,17.0,137.2,134.4,129.8,136.2,7.4,-1.8,0.652,3.33,21.9,0.333,0.536,0.446,9.57,9.4,0.621,0.658,1.0,0.2,96.32,95.0,79.17,96,0.526,0,0.3328,43.2,91.6,0.4732,15.2,34.6,0.44,13.4,17.2,0.7731999999999999,11.8,33.0,44.8,26.8,7.0,5.4,13.8,17.8,115.0,113.64,114.14,115.98000000000002,120.2,-2.359999999999999,-6.0600000000000005,0.6184000000000001,2.076,19.12,0.2796,0.6702,0.4758,13.7792,13.88,0.5566,0.5802,1.0,0.1994,100.916,98.862,82.386,100.8,0.4801999999999999,0.6,1610612766.0,15.0,True,MIN,2023-12-02
